slug,name,city,state,latitude,longitude,category,public_access,source,timezone,verified_at
dryptosaurus-skeletal-mount,Dryptosaurus Skeletal Mount,Trenton,NJ,40.22107,-74.77309,museums,limited,https://www.nj.gov/state/museum/explore-natural-history.shtml,America/New_York,2026-09-08T17:48:18.566953+00:00
dt-sheridan-shipwreck,D.T. Sheridan Shipwreck,Monhegan,ME,43.75594,-69.30842,weird-history,limited,https://www.atlasobscura.com/places/d-t-sheridan-shipwreck,America/New_York,2026-09-09T04:54:23.476824+00:00
duane-allman-and-berry-oakley-graves,Duane Allman and Berry Oakley Graves,Macon,GA,32.848,-83.6335,weird-history,open,https://www.rosehillcemetery.org/,America/New_York,2026-09-09T15:16:01.869371+00:00
dubuque-arboretum-japanese-garden,Dubuque Arboretum Japanese Garden,Dubuque,IA,42.5317,-90.7208,roadside-oddities,open,https://dubuquearboretum.net/,America/Chicago,2026-09-09T14:49:42.407907+00:00
dubuque-county-jail,Dubuque County Jail,Dubuque,IA,42.5,-90.6677,weird-history,roadside,https://www.cityofdubuque.org/,America/Chicago,2026-09-09T14:49:42.407907+00:00
dubuque-shot-tower,Dubuque Shot Tower,Dubuque,IA,42.5103,-90.6549,weird-history,roadside,https://www.cityofdubuque.org/,America/Chicago,2026-09-09T14:49:42.407907+00:00
duck-of-justice-bangor-police-museum,Duck of Justice — Bangor Police Museum,Bangor,ME,44.79717,-68.77299,museums,limited,https://www.bangormaine.gov/389/Police-Department-Museum,America/New_York,2026-09-09T04:54:23.476824+00:00
ducktown-basin-museum-and-burra-burra-mine,Ducktown Basin Museum and Burra Burra Mine,Ducktown,TN,35.0276,-84.3872,weird-history,limited,https://ducktownbasinmuseum.com/,America/Chicago,2026-09-09T12:59:24.207387+00:00
duke-lemur-center,Duke Lemur Center,Durham,NC,35.9942,-78.96247,roadside-oddities,limited,https://lemur.duke.edu/,America/New_York,2026-09-09T05:34:33.398594+00:00
dumas-brothel,Dumas Brothel,Butte,MT,46.01072,-112.54257,weird-history,limited,https://dumasbrothel.com/,America/Denver,2026-09-10T04:28:19.411664+00:00
dummerston-vine,Dummerston Vine,Dummerston,VT,42.93529,-72.57698,folklore,open,https://www.atlasobscura.com/places/dummerston-vine,America/New_York,2026-09-08T16:08:01.377449+00:00
duncan-hines-home-and-office-marker,Duncan Hines Home and Office Marker,Bowling Green,KY,37.01035,-86.3965,weird-history,roadside,https://www.hmdb.org/,America/Chicago,2026-09-08T14:42:00.461026+00:00
dungeness-ruins,Dungeness Ruins,Cumberland Island,GA,30.8585,-81.4525,weird-history,limited,https://www.nps.gov/cuis/planyourvisit/on-island.htm,America/New_York,2026-09-09T15:16:01.869371+00:00
dungeon-rock,Dungeon Rock,Lynn,MA,42.47505,-70.98611,haunted,limited,https://www.atlasobscura.com/places/dungeon-rock,America/New_York,2026-09-09T04:43:56.902716+00:00
dungeons-dragons-gary-gygax-memorial-plaque,Dungeons & Dragons — Gary Gygax Memorial Plaque,Lake Geneva,WI,42.59113,-88.43391,roadside-oddities,open,https://www.visitlakegeneva.com/,America/Chicago,2026-09-09T13:02:00.307533+00:00
dunkirk-lighthouse,Dunkirk Lighthouse,Dunkirk,NY,42.4936,-79.3537,haunted,open,https://hauntedhistorytrail.com/explore/dunkirk-historical-lighthouse-veterans-park-museum,America/New_York,2026-09-08T01:35:27.513733+00:00
dunlawton-sugar-mill-gardens,Dunlawton Sugar Mill Gardens,Port Orange,FL,29.13395,-81.01374,weird-history,limited,https://www.dunlawtonsugarmillgardens.org/,America/New_York,2026-09-09T13:54:54.613604+00:00
dunn-mounds,Dunn Mounds,Tunica,MS,34.21702,-90.47625,weird-history,roadside,https://trails.mdah.ms.gov/dunn,America/Chicago,2026-09-09T12:59:48.572362+00:00
dunns-bridge,Dunn's Bridge,Wheatfield,IN,41.22015,-86.96897,folklore,open,https://www.hmdb.org/m.asp?m=269431,America/Chicago,2026-09-08T13:34:34.826362+00:00
duquesne-brewery-clock,Duquesne Brewery Clock,Pittsburgh,PA,40.42615,-79.97652,roadside-oddities,roadside,https://www.atlasobscura.com/places/duquesne-brewery-clock,America/New_York,2026-09-08T02:24:39.058393+00:00
durango-silverton-narrow-gauge-railroad-durango-depot,Durango & Silverton Narrow Gauge Railroad — Durango Depot,Durango,CO,37.2754,-107.8807,weird-history,open,https://durangotrain.com/,America/Denver,2026-09-10T19:13:08.906905+00:00
dutchmans-curve,Dutchman's Curve,Nashville,TN,36.1275,-86.8493,weird-history,open,https://www.atlasobscura.com/places/dutchmans-curve,America/Chicago,2026-09-09T12:59:24.207387+00:00
dvorak-memorial-spillville-clock-connection,Dvorak Memorial & Spillville Clock Connection,Spillville,IA,43.2016,-91.9523,weird-history,open,https://www.bilyclocks.org/,America/Chicago,2026-09-09T14:49:42.407907+00:00
dworshak-dam-visitor-center,Dworshak Dam Visitor Center,Ahsahka,ID,46.51897,-116.30071,roadside-oddities,limited,https://www.nww.usace.army.mil/Locations/District-Locks-and-Dams/Dworshak-Dam-and-Reservoir/Dworshak-Visitor-Center/,America/Los_Angeles,2026-09-10T14:41:12.757408+00:00
dyea-townsite,Dyea Townsite,Dyea,AK,59.50271,-135.36,weird-history,limited,https://www.nps.gov/klgo/learn/historyculture/dyea.htm,America/Anchorage,2026-09-10T21:00:19.829278+00:00
dyer-gravity-hill-dyer-ar,Dyer Gravity Hill,Dyer,AR,35.50139,-94.1476389,folklore,roadside,https://en.wikipedia.org/wiki/List_of_gravity_hills,America/Chicago,2026-09-06T01:38:36.249959+00:00
dyess-colony-administration-building,Dyess Colony Administration Building,Dyess,AR,35.59025,-90.21525,weird-history,open,https://dyesscash.astate.edu/,America/Chicago,2026-09-11T01:01:36.216936+00:00
dymaxion-house-the-henry-ford,Dymaxion House — The Henry Ford,Dearborn,MI,42.30369,-83.23422,museums,limited,https://www.atlasobscura.com/places/dymaxion-house,America/Detroit,2026-09-08T14:53:55.160019+00:00
eaa-aviation-museum,EAA Aviation Museum,Oshkosh,WI,43.984,-88.57726,museums,open,https://www.eaa.org/eaa-museum,America/Chicago,2026-09-09T13:02:00.307533+00:00
eagle-lake-tramway-and-abandoned-locomotives,Eagle Lake Tramway and Abandoned Locomotives,T7 R13 WELS,ME,46.28611,-69.34837,weird-history,limited,https://www.atlasobscura.com/places/eagle-lake-tramway,America/New_York,2026-09-09T04:54:23.476824+00:00
eagle-rock,Eagle Rock,Amston,CT,41.64707,-72.40763,roadside-oddities,roadside,https://www.roadsideamerica.com/tip/3449,America/New_York,2026-09-08T19:51:22.001704+00:00
eagle-tavern-museum,Eagle Tavern Museum,Watkinsville,GA,33.86394,-83.40938,roadside-oddities,limited,https://exploregeorgia.org/watkinsville/general/historic-sites-trails-tours/eagle-tavern-museum,America/New_York,2026-09-09T15:16:01.869371+00:00
earl-the-mechanic-muffler-man,Earl the Mechanic Muffler Man,Granite City,IL,38.73132,-90.12372,roadside-oddities,roadside,https://www.riversandroutes.com/blog/giants-of-granite-city/,America/Chicago,2026-09-09T13:01:50.8603+00:00
earl-young-mushroom-houses,Earl Young Mushroom Houses,Charlevoix,MI,45.31806,-85.2584,roadside-oddities,private,https://www.atlasobscura.com/places/earl-young-gnome-homes,America/Detroit,2026-09-08T14:53:55.160019+00:00
early-cotton-press,Early Cotton Press,Latta,SC,34.33811,-79.52364,roadside-oddities,open,https://www.scpictureproject.org/dillon-county/early-cotton-press.html,America/New_York,2026-09-09T05:53:13.784429+00:00
early-ford-v-8-foundation-museum,Early Ford V-8 Foundation Museum,Auburn,IN,41.335,-85.08964,museums,open,https://fordv8foundation.org/,America/Indiana/Indianapolis,2026-09-08T13:53:25.695107+00:00
early-television-museum,Early Television Museum,Hilliard,OH,40.03451,-83.16161,museums,open,https://www.earlytelevision.org/museum.html,America/New_York,2026-09-08T02:02:43.398883+00:00
earnestine-hazels,Earnestine & Hazel's,Memphis,TN,35.13296,-90.05927,haunted,open,https://earnestineandhazels.com/,America/Chicago,2026-09-09T12:59:24.207387+00:00
eartha-giant-rotating-globe,Eartha — Giant Rotating Globe,Yarmouth,ME,43.80794,-70.16399,museums,limited,https://www.atlasobscura.com/places/eartha-delorme-headquarters,America/New_York,2026-09-09T04:54:23.476824+00:00
earthoid-water-tower,Earthoid Water Tower,Germantown,MD,39.18472,-77.24961,roadside-oddities,roadside,https://www.roadsideamerica.com/location/md/all,America/New_York,2026-09-08T03:44:27.5898+00:00
earthquake-lake-visitor-center,Earthquake Lake Visitor Center,West Yellowstone,MT,44.83073,-111.42699,weird-history,limited,https://www.fs.usda.gov/r01/custergallatin/recreation/earthquake-lake-visitor-center,America/Denver,2026-09-10T04:28:19.411664+00:00
earthquake-park,Earthquake Park,Anchorage,AK,61.19814,-149.97072,weird-history,open,https://www.anchorage.net/outdoors/trails-and-local-parks/earthquake-park/,America/Anchorage,2026-09-10T21:00:19.829278+00:00
earthship-visitor-center,Earthship Visitor Center,Tres Piedras,NM,36.50728,-105.75276,roadside-oddities,open,https://earthship.com/visit/,America/Denver,
east-corinth-beetlejuice-filming-location,East Corinth — Beetlejuice Filming Location,Corinth,VT,44.06398,-72.22223,weird-history,roadside,https://www.atlasobscura.com/places/east-corinth,America/New_York,2026-09-08T16:08:01.377449+00:00
east-ely-railroad-depot-museum,East Ely Railroad Depot Museum,Ely,NV,39.25867,-114.87079,weird-history,open,https://www.elyrailroadmuseum.org/,America/Los_Angeles,
east-jesus,East Jesus,Niland,CA,33.26272,-115.46614,roadside-oddities,limited,https://eastjesus.org/,America/Los_Angeles,2026-09-10T18:16:36.855179+00:00
east-maine-shark-bridge,East Maine Shark Bridge,Enid,OK,36.39578,-97.87518,roadside-oddities,roadside,https://visitenid.org/things-to-do/arts-culture/public-art/page/2/,America/Chicago,
east-meets-west-symbolic-route-66-midpoint,East Meets West: Symbolic Route 66 Midpoint,Tulsa,OK,36.14458,-96.0032,roadside-oddities,open,https://www.hmdb.org/m.asp?m=172088,America/Chicago,
east-rock-soldiers-and-sailors-monument,East Rock Soldiers' and Sailors' Monument,New Haven,CT,41.32725,-72.90462,weird-history,open,https://www.roadsideamerica.com/story/26977,America/New_York,2026-09-08T19:51:22.001704+00:00
east-texas-oil-museum,East Texas Oil Museum,Kilgore,TX,32.37709,-94.86702,museums,open,https://easttexasoilmuseum.kilgore.edu/,America/Chicago,2026-09-09T15:39:42.513669+00:00
easter-island-fisherman,Easter Island Fisherman,Cambridge,MA,42.39374,-71.14122,roadside-oddities,roadside,https://www.roadsideamerica.com/location/ma,America/New_York,2026-09-09T04:43:56.902716+00:00
easter-island-head-with-topknot,Easter Island Head with Topknot,Waterbury,CT,41.55232,-73.03456,roadside-oddities,roadside,https://www.roadsideamerica.com/story/83637,America/New_York,2026-09-08T18:47:23.721893+00:00
eastern-cemetery,Eastern Cemetery,Portland,ME,43.66252,-70.25009,weird-history,limited,https://www.visitportland.com/event/spirits-alive-walking-tours/,America/New_York,2026-09-09T04:54:23.476824+00:00
eastern-state-penitentiary,Eastern State Penitentiary,Philadelphia,PA,39.968336,-75.172675,haunted,open,https://www.easternstate.org/,America/New_York,2026-09-05T22:12:28.444612+00:00
ebright-azimuth-delaware-high-point-marker,Ebright Azimuth — Delaware High Point Marker,Wilmington,DE,39.8358,-75.5192,weird-history,roadside,https://www.roadsideamerica.com/location/de,America/New_York,2026-09-08T18:31:51.932734+00:00
echinus-geyser,Echinus Geyser,Yellowstone National Park,WY,44.72211,-110.70217,roadside-oddities,limited,https://www.nps.gov/yell/learn/nature/hydrothermal-features.htm,America/Denver,2026-09-10T19:07:50.075112+00:00
echo-bridge,Echo Bridge,Newton,MA,42.31478,-71.22698,roadside-oddities,open,https://www.atlasobscura.com/places/echo-bridge,America/New_York,2026-09-09T04:43:56.902716+00:00
echo-park,Echo Park,Dinosaur,CO,40.51963,-108.98048,weird-history,limited,https://www.nps.gov/dino/planyourvisit/echo-park.htm,America/Denver,2026-09-10T19:13:08.906905+00:00
echo-park-time-travel-mart,Echo Park Time Travel Mart,Los Angeles,CA,34.0773,-118.25903,roadside-oddities,open,https://timetravelmart.com/,America/Los_Angeles,2026-09-10T18:16:36.855179+00:00
eckley-miners-village,Eckley Miners' Village,Foster Township,PA,40.99525,-75.85606,weird-history,open,https://eckleyminersvillage.com/,America/New_York,2026-09-08T02:16:36.257931+00:00
ed-galloways-totem-pole-park,Ed Galloway's Totem Pole Park,Foyil,OK,36.43722,-95.44806,roadside-oddities,open,https://www.travelok.com/listings/view.profile/id.7706,America/Chicago,
eddie-worlds-biggest-kid,Eddie — World’s Biggest Kid,Columbia,SC,33.99723,-81.04819,roadside-oddities,limited,https://www.roadsideamerica.com/story/12960,America/New_York,2026-09-09T05:53:13.784429+00:00
edgar-allan-poe-cottage,Edgar Allan Poe Cottage,Bronx,NY,40.86551,-73.89424,museums,open,https://bronxhistoricalsociety.org/poe-cottage,America/New_York,2026-09-08T02:40:05.196871+00:00
edgar-allan-poe-grave,Edgar Allan Poe Grave,Baltimore,MD,39.29027,-76.62333,weird-history,open,https://www.westminsterhall.org/,America/New_York,2026-09-08T03:44:27.5898+00:00
edgar-allan-poe-house-museum,Edgar Allan Poe House & Museum,Baltimore,MD,39.2913,-76.63313,museums,open,https://www.poeinbaltimore.org/,America/New_York,2026-09-08T03:44:27.5898+00:00
edgar-allan-poe-library-in-a-military-bunker,Edgar Allan Poe Library in a Military Bunker,Sullivan’s Island,SC,32.75965,-79.84058,roadside-oddities,limited,https://sullivansisland.sc.gov/node/120,America/New_York,2026-09-09T05:53:13.784429+00:00
edgar-allan-poe-museum,Edgar Allan Poe Museum,Richmond,VA,37.53216,-77.42608,museums,open,https://poemuseum.org/,America/New_York,2026-09-08T04:02:08.563059+00:00
edgar-allan-poe-national-historic-site,Edgar Allan Poe National Historic Site,Philadelphia,PA,39.962,-75.15,museums,open,https://www.nps.gov/edal/,America/New_York,2026-09-08T02:16:36.257931+00:00
edgar-allan-poe-square-and-statue,Edgar Allan Poe Square and Statue,Boston,MA,42.3523,-71.06731,weird-history,open,https://www.atlasobscura.com/places/edgar-allan-poe-square,America/New_York,2026-09-09T04:43:56.902716+00:00
edgar-cayce-are-headquarters,Edgar Cayce A.R.E. Headquarters,Virginia Beach,VA,36.8928,-75.98994,weird-history,open,https://edgarcayce.org/about-us/our-organization/,America/New_York,2026-09-08T04:17:48.352537+00:00
edge-of-the-cedars-pueblo,Edge of the Cedars Pueblo,Blanding,UT,37.63299,-109.47704,weird-history,open,https://stateparks.utah.gov/parks/edge-of-the-cedars/discover/,America/Denver,2026-09-10T15:17:34.272203+00:00
edgefield-mounds,Edgefield Mounds,Lake Cormorant,MS,34.99215,-90.21558,weird-history,roadside,https://trails.mdah.ms.gov/edgefield,America/Chicago,2026-09-09T12:59:48.572362+00:00
edgehill-polar-bears,Edgehill Polar Bears,Nashville,TN,36.14201,-86.78656,roadside-oddities,open,https://www.atlasobscura.com/places/edgehill-polar-bears,America/Chicago,2026-09-09T12:59:24.207387+00:00
edgerton-explorit-center,Edgerton Explorit Center,Aurora,NE,40.85867,-97.99606,weird-history,open,https://edgerton.org/,America/Chicago,2026-09-10T04:05:59.654525+00:00
edinburgh-manor,Edinburgh Manor,Scotch Grove,IA,42.1591,-91.1768,haunted,limited,https://edinburghmanor.wixsite.com/edinburgh,America/Chicago,2026-09-09T14:49:42.407907+00:00
edisto-mystery-tree,Edisto Mystery Tree,Edisto Island,SC,32.55092,-80.28033,roadside-oddities,roadside,https://www.roadsideamerica.com/location/sc,America/New_York,2026-09-09T05:53:13.784429+00:00
edna-collins-covered-bridge,Edna Collins Covered Bridge,Clinton Falls,IN,39.7275,-86.97633,folklore,roadside,https://ourhistoricalindiana.blogspot.com/2020/11/edna-collings-bridge.html,America/Indiana/Indianapolis,2026-09-08T13:20:58.818667+00:00
edna-w-lawrence-nature-lab,Edna W. Lawrence Nature Lab,Providence,RI,41.827,-71.40803,museums,limited,https://naturelab.risd.edu/,America/New_York,2026-09-09T04:49:27.913704+00:00
edward-ball-wakulla-springs-state-park,Edward Ball Wakulla Springs State Park,Wakulla Springs,FL,30.23553,-84.30169,weird-history,open,https://www.floridastateparks.org/parks-and-trails/edward-ball-wakulla-springs-state-park,America/New_York,2026-09-09T13:54:54.613604+00:00
edward-gorey-house,Edward Gorey House,Yarmouth Port,MA,41.7054,-70.24252,museums,limited,https://www.edwardgoreyhouse.org/,America/New_York,2026-09-09T04:43:56.902716+00:00
effigy-mounds-national-monument,Effigy Mounds National Monument,Harpers Ferry,IA,43.0883,-91.1877,weird-history,open,https://www.nps.gov/efmo/,America/Chicago,2026-09-09T14:49:42.407907+00:00
egyptian-theatre,Egyptian Theatre,DeKalb,IL,41.93118,-88.75278,roadside-oddities,limited,https://egyptiantheatre.org/,America/Chicago,2026-09-09T13:01:50.8603+00:00
eiffel-tower-park,Eiffel Tower Park,Paris,TN,36.28678,-88.30011,roadside-oddities,open,https://www.paristn.gov/,America/Chicago,2026-09-09T12:59:24.207387+00:00
eiffel-tower-replica,Eiffel Tower Replica,Paris,AR,35.29203,-93.72839,roadside-oddities,roadside,https://www.parisarkansas.com/,America/Chicago,2026-09-11T01:01:36.216936+00:00
el-calderon-trailhead,El Calderon Trailhead,Grants,NM,34.96973,-108.00314,roadside-oddities,limited,https://www.nps.gov/elma/planyourvisit/el-calderon-area.htm,America/Denver,
el-campo-santo-cemetery,El Campo Santo Cemetery,San Diego,CA,32.7516,-117.19321,weird-history,open,https://www.parks.ca.gov/?page_id=663,America/Los_Angeles,2026-09-10T18:16:36.855179+00:00
el-morro-inscription-rock,El Morro Inscription Rock,Ramah,NM,35.03896,-108.34998,weird-history,open,https://www.nps.gov/elmo/,America/Denver,
el-morro-theatre,El Morro Theatre,Gallup,NM,35.52828,-108.74286,roadside-oddities,limited,https://www.gallupnm.gov/221/El-Morro-Theatre,America/Denver,
el-paso-museum-of-archaeology,El Paso Museum of Archaeology,El Paso,TX,31.94635,-106.43753,weird-history,open,https://epma.art/,America/Denver,2026-09-09T15:39:42.513669+00:00
el-pueblo-history-museum-trading-post-excavation,El Pueblo History Museum & Trading Post Excavation,Pueblo,CO,38.26741,-104.61114,weird-history,open,https://www.historycolorado.org/el-pueblo-history-museum,America/Denver,2026-09-10T19:13:08.906905+00:00
el-rancho-hotel,El Rancho Hotel,Gallup,NM,35.52847,-108.74207,roadside-oddities,open,https://www.elranchohotelgallup.com/,America/Denver,
el-reno-mother-road-monument,El Reno Mother Road Monument,El Reno,OK,35.53325,-97.95563,roadside-oddities,open,https://www.travelok.com/Roadside_Oddities,America/Chicago,
el-tiradito-wishing-shrine,El Tiradito Wishing Shrine,Tucson,AZ,32.21846,-110.97436,folklore,open,https://www.visittucson.org/listing/el-tiradito-wishing-shrine/775/,America/Phoenix,2026-09-10T19:46:38.653299+00:00
el-trovatore-motel,El Trovatore Motel,Kingman,AZ,35.21455,-114.02522,roadside-oddities,open,https://www.eltrovatore.com/,America/Phoenix,2026-09-10T19:46:38.653299+00:00
elaborate-grave-of-singin-sam-stevens,Elaborate Grave of Singin' Sam Stevens,Hillside,NJ,40.68953,-74.21353,weird-history,limited,https://www.roadsideamerica.com/story/33809,America/New_York,2026-09-08T17:48:18.566953+00:00
elberton-granite-museum-exhibit,Elberton Granite Museum & Exhibit,Elberton,GA,34.1112,-82.8675,roadside-oddities,limited,https://www.elbertchamber.com/historical-sites.php,America/New_York,2026-09-09T15:16:01.869371+00:00
electromagnetic-pinball-museum-and-restoration,Electromagnetic Pinball Museum and Restoration,Pawtucket,RI,41.86799,-71.3992,museums,open,https://www.electromagneticpinballmuseum.com/,America/New_York,2026-09-09T04:49:27.913704+00:00
elephant-butte-dam,Elephant Butte Dam,Elephant Butte,NM,33.15362,-107.19248,weird-history,roadside,https://www.usbr.gov/uc/albuq/water/elephant-butte/,America/Denver,
elgin-schoolhouse-state-historic-site,Elgin Schoolhouse State Historic Site,Elgin,NV,37.35242,-114.53453,weird-history,limited,https://parks.nv.gov/parks/elgin-schoolhouse,America/Los_Angeles,
elijah-bonds-ouija-board-grave,Elijah Bond's Ouija Board Grave,Baltimore,MD,39.31036,-76.60674,folklore,open,https://elijahbond.com/,America/New_York,2026-09-08T03:44:27.5898+00:00
elijah-p-lovejoy-monument,Elijah P. Lovejoy Monument,Alton,IL,38.89016,-90.1659,weird-history,open,https://dnrhistoric.illinois.gov/,America/Chicago,2026-09-09T13:01:50.8603+00:00
elisabet-ney-museum,Elisabet Ney Museum,Austin,TX,30.30737,-97.7261,museums,open,https://www.austintexas.gov/department/elisabet-ney-museum,America/Chicago,2026-09-09T15:39:42.513669+00:00
elizabeth-harrison-memorial-oak-hill-cemetery,Elizabeth Harrison Memorial — Oak Hill Cemetery,Evansville,IN,37.99045,-87.53525,weird-history,open,https://www.roadsideamerica.com/story/23179,America/Chicago,2026-09-08T13:53:25.695107+00:00
elizabeth-short-black-dahlia-memorial,Elizabeth Short — Black Dahlia Memorial,Medford,MA,42.41949,-71.10244,weird-history,open,https://www.atlasobscura.com/places/elizabeth-short-memorial,America/New_York,2026-09-09T04:43:56.902716+00:00
elk-river-bigfoot-statue,Elk River Bigfoot Statue,Ivydale,WV,38.54886,-80.99986,cryptids,limited,https://wvtourism.com/west-virginia-paranormal-trail/,America/New_York,2026-09-08T03:30:19.766632+00:00
elkhorn-state-park,Elkhorn State Park,Elkhorn,MT,46.27514,-111.94619,weird-history,open,https://fwp.mt.gov/stateparks/elkhorn,America/Denver,2026-09-10T04:28:19.411664+00:00
elkmont-historic-district,Elkmont Historic District,Elkmont,TN,35.65429,-83.58057,weird-history,open,https://www.nps.gov/grsm/learn/historyculture/elkmont-historic-district.htm,America/Chicago,2026-09-09T12:59:24.207387+00:00
elks-theatre,Elks Theatre,Rapid City,SD,44.08059,-103.22668,weird-history,open,https://www.visitrapidcity.com/listing/elks-theatre/1109/,America/Denver,2026-09-10T18:11:24.763182+00:00
ellendale-opera-house,Ellendale Opera House,Ellendale,ND,46.00175,-98.52824,roadside-oddities,limited,https://www.ndtourism.com/ellendale/attractions-entertainment/arts-attractions/ellendale-opera-house,America/Chicago,2026-09-10T15:41:01.891131+00:00
ellie-schiller-homosassa-springs-wildlife-state-park,Ellie Schiller Homosassa Springs Wildlife State Park,Homosassa,FL,28.79909,-82.5894,weird-history,open,https://www.floridastateparks.org/parks-and-trails/ellie-schiller-homosassa-springs-wildlife-state-park,America/New_York,2026-09-09T13:54:54.613604+00:00
elliott-museum,Elliott Museum,Stuart,FL,27.21423,-80.17645,museums,limited,https://hsmc-fl.com/elliott-museum/,America/New_York,2026-09-09T13:54:54.613604+00:00
ellis-county-courthouse-grotesques,Ellis County Courthouse Grotesques,Waxahachie,TX,32.38651,-96.84848,roadside-oddities,roadside,https://www.waxahachiecvb.com/,America/Chicago,2026-09-09T15:39:42.513669+00:00
elloree-heritage-museum-animatronic-mr-snider-and-stuffed-mule,Elloree Heritage Museum — Animatronic Mr. Snider and Stuffed Mule,Elloree,SC,33.5299,-80.5739,museums,limited,https://www.elloreemuseum.org/,America/New_York,2026-09-09T05:53:13.784429+00:00
elmer-mccurdy-grave,Elmer McCurdy Grave,Guthrie,OK,35.89814,-97.40353,weird-history,limited,https://www.travelok.com/listings/view.profile/id.22040,America/Chicago,
elmers-bottle-tree-ranch,Elmer's Bottle Tree Ranch,Oro Grande,CA,34.66309,-117.3332,roadside-oddities,limited,https://thebottletreeranch.com/,America/Los_Angeles,2026-09-10T18:16:36.855179+00:00
elmers-fountain,Elmer's Fountain,Mullan,ID,47.46066,-115.82306,roadside-oddities,roadside,https://www.atlasobscura.com/places/elmers-fountain-mullan,America/Los_Angeles,2026-09-10T14:41:12.757408+00:00
elmwood-cemetery,Elmwood Cemetery,Memphis,TN,35.12183,-90.02901,weird-history,limited,https://www.elmwoodcemetery.org/,America/Chicago,2026-09-09T12:59:24.207387+00:00
elmwood-ufo-days-and-ufo-sighting-area,Elmwood UFO Days and UFO Sighting Area,Elmwood,WI,44.77939,-92.15131,ufos,limited,https://ufodays.net/,America/Chicago,2026-09-09T13:02:00.307533+00:00
elsewhere-living-museum,Elsewhere Living Museum,Greensboro,NC,36.06573,-79.79108,roadside-oddities,limited,https://www.elsewheremuseum.org/,America/New_York,2026-09-09T05:34:33.398594+00:00
elvis-presley-birthplace,Elvis Presley Birthplace,Tupelo,MS,34.25997,-88.67994,weird-history,open,https://elvispresleybirthplace.com/,America/Chicago,2026-09-09T12:59:48.572362+00:00
elwood-the-worlds-largest-concrete-gnome,Elwood the World's Largest Concrete Gnome,Ames,IA,42.0286,-93.6386,roadside-oddities,open,https://www.reimangardens.com/,America/Chicago,2026-09-09T14:49:42.407907+00:00
emerald-hollow-mine,Emerald Hollow Mine,Hiddenite,NC,35.91373,-81.0829,museums,limited,https://www.emeraldhollowmine.com/,America/New_York,2026-09-09T05:34:33.398594+00:00
emerald-mound,Emerald Mound,Natchez,MS,31.63542,-91.24767,weird-history,open,https://trails.mdah.ms.gov/emerald,America/Chicago,2026-09-09T12:59:48.572362+00:00
emersons-pickle-factory-plaque,Emerson's Pickle Factory Plaque,Somerville,MA,42.4007,-71.11733,weird-history,open,https://www.atlasobscura.com/places/george-w-emersons-pickle-factory-plaque,America/New_York,2026-09-09T04:43:56.902716+00:00
emigrant-gap-interpretive-site,Emigrant Gap Interpretive Site,Natrona County,WY,42.84461,-106.53889,weird-history,limited,https://www.blm.gov/visit/emigrant-gap-interpretive-site,America/Denver,2026-09-10T19:07:50.075112+00:00
emil-hanslins-loaf-of-bread-tomb,Emil Hanslin's Loaf of Bread Tomb,New London,NH,43.40479,-71.99064,weird-history,limited,https://www.roadsideamerica.com/tip/8519,America/New_York,2026-09-09T04:49:39.808526+00:00
emily-the-cow-statue,Emily the Cow Statue,Sherborn,MA,42.24294,-71.36948,roadside-oddities,open,https://www.atlasobscura.com/places/emily-the-cow-statue-peace-abbey-sherborn-massachusetts,America/New_York,2026-09-09T04:43:56.902716+00:00
emilys-bridge,Emily's Bridge,Stowe,VT,44.44023,-72.67998,haunted,open,https://www.atlasobscura.com/places/emilys-bridge,America/New_York,2026-09-08T16:08:01.377449+00:00
emlen-physick-estate,Emlen Physick Estate,Cape May,NJ,38.94034,-74.91478,haunted,limited,https://capemaymac.org/experience/emlen-physick-estate/,America/New_York,2026-09-08T17:48:18.566953+00:00
emmett-till-interpretive-center,Emmett Till Interpretive Center,Sumner,MS,33.9711,-90.3698,weird-history,open,https://www.nps.gov/emit/planyourvisit/places-to-go.htm,America/Chicago,2026-09-09T12:59:48.572362+00:00
emperor-larry-bird,Emperor Larry Bird,French Lick,IN,38.5578,-86.62085,roadside-oddities,open,https://www.roadsideamerica.com/tip/85109,America/Indiana/Indianapolis,2026-09-08T13:53:25.695107+00:00
empire-garden-restaurant,Empire Garden Restaurant,Boston,MA,42.3515,-71.0628,roadside-oddities,open,https://www.atlasobscura.com/places/empire-garden-restaurant,America/New_York,2026-09-09T04:43:56.902716+00:00
empire-mine-state-historic-park,Empire Mine State Historic Park,Grass Valley,CA,39.20705,-121.04708,weird-history,open,https://www.parks.ca.gov/?page_id=499,America/Los_Angeles,2026-09-10T18:16:36.855179+00:00
enchanted-forest-at-clarks-elioak-farm,Enchanted Forest at Clark's Elioak Farm,Ellicott City,MD,39.23701,-76.87535,roadside-oddities,limited,https://clarklandfarm.com/enchanted_forest.html,America/New_York,2026-09-08T03:44:27.5898+00:00
enchanted-highway-gift-shop-whirly-gigs,Enchanted Highway Gift Shop & Whirly Gigs,Regent,ND,46.43904,-102.54402,roadside-oddities,limited,https://enchantedhighwaynd.com/gift-shop-and-wirly-gigs/,America/Denver,2026-09-10T15:41:01.891131+00:00
